date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:03:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:48%20GMT	http://drinkwildwonder.com/cdn/fonts/rubik/rubik_n4.cc9422f2e84f41ed4707ebaebe66b6de39308266.woff2?h1=ZHJpbmt3aWxkd29uZGVyLmNvbQ&h2=ZHJpbmt3aWxkd29uZGVyLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=299a14bf335b361f26db65a3efc5b2a8e082c2bf7395afde95b9bce970da44ee	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/fonts/rubik/rubik_n4.cc9422f2e84f41ed4707ebaebe66b6de39308266bcbd.woff2	(from https://drinkwildwonder.com/)
09:03:47	25540/25540	---M--	200	added ('OK')	font/woff2	date:Sun,%2010%20Nov%202024%2006:12:39%20GMT	https://drinkwildwonder.com/cdn/fonts/rubik/rubik_n4.cc9422f2e84f41ed4707ebaebe66b6de39308266.woff2?h1=ZHJpbmt3aWxkd29uZGVyLmNvbQ&h2=ZHJpbmt3aWxkd29uZGVyLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=299a14bf335b361f26db65a3efc5b2a8e082c2bf7395afde95b9bce970da44ee	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/fonts/rubik/rubik_n4.cc9422f2e84f41ed4707ebaebe66b6de39308266bcbd.woff2	(from https://drinkwildwonder.com/)
09:03:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:48%20GMT	http://drinkwildwonder.com/cdn/fonts/rubik/rubik_n4.e38b3e3cdf5bea8165936df21f0aa42a1290b5ea.woff?h1=ZHJpbmt3aWxkd29uZGVyLmNvbQ&h2=ZHJpbmt3aWxkd29uZGVyLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=9ffa65088817ca7b7ac3698339ac5aa08c19d272ab8e6a57c87a8402a09706c4	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/fonts/rubik/rubik_n4.e38b3e3cdf5bea8165936df21f0aa42a1290b5ea97f2.woff	(from https://drinkwildwonder.com/)
09:03:49	25536/25536	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Dec%202024%2013:54:40%20GMT	https://drinkwildwonder.com/cdn/fonts/rubik/rubik_n4.e38b3e3cdf5bea8165936df21f0aa42a1290b5ea.woff?h1=ZHJpbmt3aWxkd29uZGVyLmNvbQ&h2=ZHJpbmt3aWxkd29uZGVyLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=9ffa65088817ca7b7ac3698339ac5aa08c19d272ab8e6a57c87a8402a09706c4	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/fonts/rubik/rubik_n4.e38b3e3cdf5bea8165936df21f0aa42a1290b5ea97f2.woff	(from https://drinkwildwonder.com/)
09:03:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:50%20GMT	http://drinkwildwonder.com/cdn/fonts/rubik/rubik_i4.c3a4c32834bb0098eb02a1464375978a8cfdd3f4.woff2?h1=ZHJpbmt3aWxkd29uZGVyLmNvbQ&h2=ZHJpbmt3aWxkd29uZGVyLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=ca209cd319d2a46dd60e0415b021ba774b1f304b833b5137eeb03cd47d5bdf9a	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/fonts/rubik/rubik_i4.c3a4c32834bb0098eb02a1464375978a8cfdd3f486c5.woff2	(from https://drinkwildwonder.com/)
09:03:50	28084/28084	---M--	200	added ('OK')	font/woff2	date:Sun,%2001%20Dec%202024%2006:41:09%20GMT	https://drinkwildwonder.com/cdn/fonts/rubik/rubik_i4.c3a4c32834bb0098eb02a1464375978a8cfdd3f4.woff2?h1=ZHJpbmt3aWxkd29uZGVyLmNvbQ&h2=ZHJpbmt3aWxkd29uZGVyLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=ca209cd319d2a46dd60e0415b021ba774b1f304b833b5137eeb03cd47d5bdf9a	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/fonts/rubik/rubik_i4.c3a4c32834bb0098eb02a1464375978a8cfdd3f486c5.woff2	(from https://drinkwildwonder.com/)
09:03:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:50%20GMT	http://drinkwildwonder.com/cdn/fonts/rubik/rubik_i4.421a5fe8833b7937fd1f6351c8768adda28c4423.woff?h1=ZHJpbmt3aWxkd29uZGVyLmNvbQ&h2=ZHJpbmt3aWxkd29uZGVyLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=c32be9a22c4f7cbae2d3362a0552924e3d3853b2eaad996baa358ff1dd168dba	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/fonts/rubik/rubik_i4.421a5fe8833b7937fd1f6351c8768adda28c4423d8b8.woff	(from https://drinkwildwonder.com/)
09:03:51	28128/28128	---M--	200	added ('OK')	font/woff2	date:Thu,%2012%20Dec%202024%2023:49:04%20GMT	https://drinkwildwonder.com/cdn/fonts/rubik/rubik_i4.421a5fe8833b7937fd1f6351c8768adda28c4423.woff?h1=ZHJpbmt3aWxkd29uZGVyLmNvbQ&h2=ZHJpbmt3aWxkd29uZGVyLmFjY291bnQubXlzaG9waWZ5LmNvbQ&hmac=c32be9a22c4f7cbae2d3362a0552924e3d3853b2eaad996baa358ff1dd168dba	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/fonts/rubik/rubik_i4.421a5fe8833b7937fd1f6351c8768adda28c4423d8b8.woff	(from https://drinkwildwonder.com/)
09:03:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:52%20GMT	http://drinkwildwonder.com/cdn/shop/t/58/assets/theme.css?v=144645085790608520251737144671	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/theme95ae.css	(from https://drinkwildwonder.com/)
09:03:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:52%20GMT	http://drinkwildwonder.com/cdn/shop/t/58/assets/custom.css?v=29168080821552304981737144660	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/custome73d.css	(from https://drinkwildwonder.com/)
09:03:53	224261/224261	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Jan%202025%2020:12:20%20GMT	https://drinkwildwonder.com/cdn/shop/t/58/assets/theme.css?v=144645085790608520251737144671	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/theme95ae.css	(from https://drinkwildwonder.com/)
09:03:53	88228/88228	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Jan%202025%2020:11:14%20GMT	https://drinkwildwonder.com/cdn/shop/t/58/assets/custom.css?v=29168080821552304981737144660	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/custome73d.css	(from https://drinkwildwonder.com/)
09:03:53	5266/5266	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2019%20Jan%202025%2003:33:54%20GMT	https://drinkwildwonder.com/checkouts/internal/preloads.js?locale=en-IN	C:/My%20Web%20Sites/Project/drinkwildwonder.com/checkouts/internal/preloadsd568.js	(from https://drinkwildwonder.com/)
09:03:54	0/0	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Jan%202025%2003:33:54%20GMT	https://shop.app/checkouts/internal/preloads.js?locale=en-IN&shop_id=26489520171	C:/My%20Web%20Sites/Project/shop.app/checkouts/internal/preloads.15f640.delayed	(from https://drinkwildwonder.com/)
09:03:54	0/0	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:f37548f26d942d75457521c63fbce719%22	https://drinkwildwonder.com/modules/v2/chunk.common_9bWy_6S0.esm.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/modules/v2/chunk.common_9bWy_6S0.esm.js	(from https://drinkwildwonder.com/)
09:03:54	0/0	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:fcd3c25c43381ddc74b9dd6aeb31ef11%22	https://drinkwildwonder.com/modules/v2/client.shop-login-button_DwzQxKIp.en.esm.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/modules/v2/client.shop-login-button_DwzQxKIp.en.esm.js	(from https://drinkwildwonder.com/)
09:03:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:56%20GMT	http://drinkwildwonder.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.19.delayed	(from https://drinkwildwonder.com/)
09:03:55	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2008%20Jan%202025%2015:37:01%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	C:/My%20Web%20Sites/Project/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://drinkwildwonder.com/)
09:03:55	12948/12948	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2029%20Nov%202024%2011:37:56%20GMT	https://drinkwildwonder.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-1060834584ef204397b1179782a1b090047ee4397cb627244ab89e03f65c4307.js	(from https://drinkwildwonder.com/)
09:03:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:56%20GMT	http://drinkwildwonder.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8.js?v=20220906	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8b805.js	(from https://drinkwildwonder.com/)
09:03:56	51984/51984	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2029%20Nov%202024%2006:56:11%20GMT	https://drinkwildwonder.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8.js?v=20220906	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8b805.js	(from https://drinkwildwonder.com/)
09:03:56	234397/234397	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2019%20Jan%202025%2003:29:45%20GMT	https://drinkwildwonder.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://drinkwildwonder.com/)
09:03:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:57%20GMT	http://drinkwildwonder.com/cdn/shop/t/58/assets/vendor-scripts-v11.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/vendor-scripts-v11.1e.delayed	(from https://drinkwildwonder.com/)
09:03:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:58%20GMT	http://drinkwildwonder.com/cdn/shop/t/58/assets/country-flags.css	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/country-flags.css	(from https://drinkwildwonder.com/)
09:03:59	143935/143935	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Jan%202025%2020:11:14%20GMT	https://drinkwildwonder.com/cdn/shop/t/58/assets/vendor-scripts-v11.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/vendor-scripts-v11.js	(from https://drinkwildwonder.com/)
09:03:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:33:59%20GMT	http://drinkwildwonder.com/cdn/shop/t/58/assets/pubsub.js?v=43154532362621687751737144660	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/pubsubb88b.js	(from https://drinkwildwonder.com/)
09:03:59	18230/18230	---MCZ	200	added ('OK')	text/css	date:Fri,%2017%20Jan%202025%2020:12:20%20GMT	https://drinkwildwonder.com/cdn/shop/t/58/assets/country-flags.css	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/country-flags.css	(from https://drinkwildwonder.com/)
09:03:59	541/541	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Jan%202025%2020:11:14%20GMT	https://drinkwildwonder.com/cdn/shop/t/58/assets/pubsub.js?v=43154532362621687751737144660	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/pubsubb88b.js	(from https://drinkwildwonder.com/)
09:03:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:34:00%20GMT	http://drinkwildwonder.com/cdn/shop/t/58/assets/theme.js?v=124397974204211857541737144660	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/theme6582.js	(from https://drinkwildwonder.com/)
09:04:00	154344/154344	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Jan%202025%2020:11:14%20GMT	https://drinkwildwonder.com/cdn/shop/t/58/assets/theme.js?v=124397974204211857541737144660	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/theme6582.js	(from https://drinkwildwonder.com/)
09:04:01	89501/89501	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2014:28:09%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/My%20Web%20Sites/Project/ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://drinkwildwonder.com/)
09:04:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:34:02%20GMT	http://drinkwildwonder.com/cdn/shop/t/58/assets/custom.js?v=76881593384178265451737144660	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/custom6196.js	(from https://drinkwildwonder.com/)
09:04:01	53056/53056	---MCZ	200	added ('OK')	application/javascript	etag:W/%221bc3d765bf3ef49b024a7d8899e3fce8%22	https://cdn.rebuyengine.com/onsite/js/rebuy.js?shop=drinkwildwonder.myshopify.com	C:/My%20Web%20Sites/Project/cdn.rebuyengine.com/onsite/js/rebuy695e.js	(from https://drinkwildwonder.com/)
09:04:01	17718/17718	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Jan%202025%2020:11:14%20GMT	https://drinkwildwonder.com/cdn/shop/t/58/assets/custom.js?v=76881593384178265451737144660	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/t/58/assets/custom6196.js	(from https://drinkwildwonder.com/)
09:04:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:34:02%20GMT	http://cdn.jsdelivr.net/npm/jquery.marquee@1.6.0/jquery.marquee.min.js	C:/My%20Web%20Sites/Project/cdn.jsdelivr.net/npm/jquery.marquee@1.6.0/jquery.marquee.min.2a.delayed	(from https://drinkwildwonder.com/)
09:04:02	9029/9029	---M-Z	200	added ('OK')	application/javascript	etag:W/%222345-x4Nvs+th+W5si8A0TXfPVhh5gxU%22	https://cdn.jsdelivr.net/npm/jquery.marquee@1.6.0/jquery.marquee.min.js	C:/My%20Web%20Sites/Project/cdn.jsdelivr.net/npm/jquery.marquee@1.6.0/jquery.marquee.min.js	(from https://drinkwildwonder.com/)
09:04:03	4101/4101	---MCZ	200	added ('OK')	text/javascript	etag:W/%221c73f2396a45091ce6acebc314a2c3a7%22	https://cdn.judge.me/loader.js	C:/My%20Web%20Sites/Project/cdn.judge.me/loader.js	(from https://drinkwildwonder.com/)
09:04:03	74951/74951	---MCZ	200	added ('OK')	text/css	etag:W/%22835155731a892f4f1eb992db2af3f33f%22	https://cdn.judge.me/shopify_v2.css	C:/My%20Web%20Sites/Project/cdn.judge.me/shopify_v2.css	(from https://drinkwildwonder.com/)
09:04:04	201642/201642	---MC-	200	added ('OK')	application/javascript	date:Sun,%2019%20Jan%202025%2003:00:00%20GMT	https://www.googleoptimize.com/optimize.js?id=OPT-NPHBRBD	C:/My%20Web%20Sites/Project/www.googleoptimize.com/optimize2ebb.js	(from https://drinkwildwonder.com/)
09:04:04	7426/7426	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f83a61b33bfe9ec3d906f74f5902926a%22	https://static.klaviyo.com/onsite/js/XKTsqw/klaviyo.js?company_id=XKTsqw	C:/My%20Web%20Sites/Project/static.klaviyo.com/onsite/js/XKTsqw/klaviyocdb3.js	(from https://drinkwildwonder.com/)
09:04:05	194267/194267	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:624f1909e1cb47c47ef9591d3598242f%22	https://drinkwildwonder.com/GET	C:/My%20Web%20Sites/Project/drinkwildwonder.com/GET	(from https://drinkwildwonder.com/)
09:04:06	194267/194267	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:624f1909e1cb47c47ef9591d3598242f%22	https://drinkwildwonder.com/POST	C:/My%20Web%20Sites/Project/drinkwildwonder.com/POST	(from https://drinkwildwonder.com/)
09:04:06	41738/41738	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22cacheable:624f1909e1cb47c47ef9591d3598242f%22	https://drinkwildwonder.com/cdn	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn	(from https://drinkwildwonder.com/)
09:04:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:34:07%20GMT	http://drinkwildwonder.com/cdn/s/trekkie.storefront.f713401b24dad9f39ade8f88b81d533f42427af4.min.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/s/trekkie.storefront.f713401b24dad9f39ade8f88b81d533f42427af4.min.33.delayed	(from https://drinkwildwonder.com/)
09:04:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:34:08%20GMT	http://drinkwildwonder.com/cdn/shopifycloud/shopify/assets/shop_events_listener-20905db421adb60b04582abab58b285362bc2e1011d17cd3eabb3bfe05798c59.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shopifycloud/shopify/assets/shop_events_listener-20905db421adb60b04582abab58b285362bc2e1011d17cd3eabb3bfe05798c59.js	(from https://drinkwildwonder.com/)
09:04:08	117953/117953	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2015%20Jan%202025%2018:22:04%20GMT	https://drinkwildwonder.com/cdn/s/trekkie.storefront.f713401b24dad9f39ade8f88b81d533f42427af4.min.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/s/trekkie.storefront.f713401b24dad9f39ade8f88b81d533f42427af4.min.js	(from https://drinkwildwonder.com/)
09:04:08	8533/8533	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2009%20Jan%202025%2020:20:11%20GMT	https://drinkwildwonder.com/cdn/shopifycloud/shopify/assets/shop_events_listener-20905db421adb60b04582abab58b285362bc2e1011d17cd3eabb3bfe05798c59.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shopifycloud/shopify/assets/shop_events_listener-20905db421adb60b04582abab58b285362bc2e1011d17cd3eabb3bfe05798c59.js	(from https://drinkwildwonder.com/)
09:04:08	19017/19017	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2012%20Dec%202024%2022:16:30%20GMT	https://drinkwildwonder.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.1.0.min.js	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.1.0.min.js	(from https://drinkwildwonder.com/)
09:04:09	487137/487137	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:441c0569323f8559f4bfdcde8e0e63e4%22	https://drinkwildwonder.com/collections/all	C:/My%20Web%20Sites/Project/drinkwildwonder.com/collections/all.html	(from https://drinkwildwonder.com/)
09:04:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:34:10%20GMT	http://drinkwildwonder.com/cdn/shop/files/Variety_Pack_-_Shark_Tank_2_300x.png?v=1724416169	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/files/Variety_Pack_-_Shark_Tank_2_300xd830.png	(from https://drinkwildwonder.com/)
09:04:11	284849/284849	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:4843a389f31af82453d0d37d6189bf34%22	https://drinkwildwonder.com/products/shark-tank-bundle	C:/My%20Web%20Sites/Project/drinkwildwonder.com/products/shark-tank-bundle.html	(from https://drinkwildwonder.com/)
09:04:11	35143/35143	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2014:51:26%20GMT	https://drinkwildwonder.com/cdn/shop/files/Variety_Pack_-_Shark_Tank_2_300x.png?v=1724416169	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/files/Variety_Pack_-_Shark_Tank_2_300xd830.png	(from https://drinkwildwonder.com/)
09:04:12	297717/297717	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:4dc8b35672bbd2669e1809f7401342ff%22	https://drinkwildwonder.com/products/variety-pack	C:/My%20Web%20Sites/Project/drinkwildwonder.com/products/variety-pack.html	(from https://drinkwildwonder.com/)
09:04:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Jan%202025%2003:34:13%20GMT	http://drinkwildwonder.com/cdn/shop/files/Variety_Pack_-_6_Flavors_12_Cans_2_300x.png?v=1724415930	C:/My%20Web%20Sites/Project/drinkwildwonder.com/cdn/shop/files/Variety_Pack_-_6_Flavors_12_Cans_2_300xfc4e.png	(from https://drinkwildwonder.com/)
